OQTSFL,5,550,179,,,0,0,0,0,0,1,1,0,0
OQRVWA,3,850,442,,,0,0,0,0,0,0,1,0,0
JHQNAU,4,900,321,,,0,0,0,0,0,0,1,0,0
NPGKSZ,1,750,255,,,0,0,0,0,0,0,1,0,0
GTBFOT,2,700,161,,,0,0,0,0,0,0,0,0,0
OQSXJD,2,550,358,,,0,0,0,0,0,1,1,0,0
OTLJXM,2,850,323,,,0,0,0,0,0,0,1,0,0
NPBGFF,5,850,884,,,0,0,0,0,0,0,1,0,0
KQPHTD,2,21200,384,,,0,0,0,0,0,0,1,0,0
IBPLVF,2,850,646,,,0,0,0,0,0,0,1,0,0
JCKDYF,1,850,172,,,0,0,0,0,0,0,1,0,0
JGMHEQ,3,750,176,,,0,0,0,0,0,0,1,0,0
JFBOFZ,1,750,436,,,0,0,0,0,0,0,1,0,0
JGICZN,5,750,237,,,0,0,0,0,0,0,1,0,0
OTVKNP,4,850,594,,,0,0,0,0,0,0,1,0,0
JOTNFW,2,21200,769,,,0,0,0,0,0,1,1,0,0
IYNRMX,4,850,310,,,0,0,0,0,0,0,1,0,0
JCNOHC,2,700,241,,,0,0,0,0,0,1,1,0,0
JCWGCH,1,850,376,,,0,0,0,0,0,0,1,0,0
JJAQRL,2,850,169,,,0,0,0,0,0,0,1,0,0
KSVFPY,2,800,275,,,0,0,0,0,0,0,1,0,0
JCYKSJ,2,750,255,,,0,0,0,0,0,0,1,0,0
KSZHYQ,2,950,321,,,0,0,0,0,0,0,1,0,0
IYJMBQ,2,750,176,,,0,0,0,0,0,0,1,0,0
KSVVVT,4,800,375,,,0,0,0,0,0,0,1,0,0
IYISUN,5,21200,1124,,,0,0,0,0,0,0,1,0,0
KRPYWY,2,900,523,,,0,0,0,0,0,0,1,0,0
IZKXZQ,7,1200,518,,,0,0,0,0,0,0,1,0,0
IYIOBY,2,750,176,,,0,0,0,0,0,0,1,0,0
KLOXGU,3,650,266,,,0,0,0,0,0,0,1,0,0
IUTMJO,3,850,188,,,0,0,0,0,0,0,1,0,0
KLNCRI,4,850,188,,,0,0,0,0,0,0,1,0,0
ASFFCZ,1,1200,962,,,0,0,0,0,0,0,1,0,0
OTOEGP,7,850,442,,,0,0,0,0,0,0,1,0,0
GTBJAE,2,750,452,,,0,0,0,0,0,0,1,0,0
JGJIQA,1,750,474,,,0,0,0,0,0,0,1,0,0
KTXXOR,4,1200,1036,,,0,0,0,0,0,0,1,0,0
JCHBZJ,5,750,218,,,0,0,0,0,0,0,1,0,0
KRZIVZ,1,900,523,,,0,0,0,0,0,0,1,0,0
IUMJPV,2,550,358,,,0,0,0,0,0,1,1,0,0
OXULSX,1,850,323,,,0,0,0,0,0,0,1,0,0
EPRJDQ,2,700,176,,,0,0,0,0,0,0,0,0,0
OVYJZQ,2,1200,769,,,0,0,0,0,0,1,1,0,0
IZKOZN,2,21500,518,,,0,0,0,0,0,0,0,0,0
KRLBKS,1,750,352,,,0,0,0,0,0,0,1,0,0
OULHZA,4,1200,1036,,,0,0,0,0,0,0,1,0,0
KTXEUJ,3,1200,518,,,0,0,0,0,0,0,1,0,0
JCTOFN,4,750,352,,,0,0,0,0,0,0,1,0,0
IXCLBQ,3,800,207,,,0,0,0,0,0,0,1,0,0
BPPNIM,1,1200,518,,,0,0,0,0,0,0,1,0,0
IXAXZJ,3,800,207,,,0,0,0,0,0,0,1,0,0
JOUEXU,1,700,241,,,0,0,0,0,0,1,1,0,0
KQKZCV,2,800,207,,,0,0,0,0,0,0,1,0,0
JHQXJB,5,750,398,,,0,0,0,0,0,0,1,0,0
IUMSOZ,4,750,176,,,0,0,0,0,0,0,1,0,0
ICRXSJ,2,850,646,,,0,0,0,0,0,0,1,0,0
IUZQWG,2,850,188,,,0,0,0,0,0,0,1,0,0
OURCKA,2,21500,472,,,0,0,0,0,0,0,0,0,0
IYZKYR,3,800,295,,,0,0,0,0,0,0,1,0,0
JFFGUN,2,900,439,,,0,0,0,0,0,0,1,0,0
JOSDBY,2,750,176,,,0,0,0,0,0,0,1,0,0
JGSEQR,3,800,253,,,0,0,0,0,0,0,1,0,0
OSKCLB,1,800,207,,,0,0,0,0,0,0,1,0,0
NPEAEF,2,750,218,,,0,0,0,0,0,0,1,0,0
IYBBJJ,2,750,272,,,0,0,0,0,0,0,1,0,0
OTMOOZ,2,850,646,,,0,0,0,0,0,0,1,0,0
JCLDRC,1,750,176,,,0,0,0,0,0,0,1,0,0
JGDZFV,5,850,442,,,0,0,0,0,0,0,1,0,0
JGSLGP,4,900,352,,,0,0,0,0,0,0,1,0,0
JHTDUG,4,1200,872,,,0,0,0,0,0,0,0,0,0
OQRDOZ,4,750,176,,,0,0,0,0,0,0,1,0,0
JOSNMC,2,750,176,,,0,0,0,0,0,0,1,0,0
NLVGPV,1,850,169,,,0,0,0,0,0,0,1,0,0
IUBCNM,2,800,253,,,0,0,0,0,0,0,1,0,0
KQMPWH,7,800,506,,,0,0,0,0,0,0,1,0,0
NPEYLZ,4,750,218,,,0,0,0,0,0,0,1,0,0
JCHJZH,3,750,218,,,0,0,0,0,0,0,1,0,0
IUYCQS,2,750,218,,,0,0,0,0,0,0,1,0,0
OQTYME,2,1200,769,,,0,0,0,0,0,1,1,0,0
IYBIZD,4,750,352,,,0,0,0,0,0,0,1,0,0
KRODIO,2,750,237,,,0,0,0,0,0,0,1,0,0
NPOFSL,4,850,323,,,0,0,0,0,0,0,1,0,0
JFHBLU,2,1200,384,,,0,0,0,0,0,0,1,0,0
KRHKDE,2,900,523,,,0,0,0,0,0,0,1,0,0
OQQDDB,5,850,442,,,0,0,0,0,0,0,1,0,0
JFPOEG,1,800,506,,,0,0,0,0,0,0,1,0,0
JGFUDA,2,900,523,,,0,0,0,0,0,0,1,0,0
JNPDNH,1,850,323,,,0,0,0,0,0,0,1,0,0
JGAVEV,2,21500,604,,,0,0,0,0,0,0,0,0,0
OXTUHF,3,900,764,,,0,0,0,0,0,0,1,0,0
NPBMMX,1,850,442,,,0,0,0,0,0,0,1,0,0
JFIPBF,4,800,253,,,0,0,0,0,0,0,1,0,0
NPPGVM,2,850,323,,,0,0,0,0,0,0,1,0,0
KQNIZM,2,900,439,,,0,0,0,0,0,0,1,0,0
