21936389,J,1,0,23,16,0
21936389,Y,2,998,225,185,0
21936389,F,3,0,5,5,0
21936390,J,1,0,22,16,0
21936390,Y,2,998,161,34,0
21936390,F,3,0,5,1,0
21936391,J,1,0,34,32,0
21936391,Y,2,998,163,52,0
21936391,F,3,0,6,3,0
21936392,J,1,0,16,6,0
21936392,Y,2,998,219,159,0
21936392,F,3,0,8,3,0
21936431,J,1,0,19,10,0
21936431,Y,2,998,169,145,0
21936431,F,3,0,10,3,0
21936432,J,1,0,33,17,0
21936432,Y,2,998,194,160,0
21936432,F,3,0,10,10,0
21936433,J,1,0,31,26,0
21936433,Y,2,998,207,170,0
21936433,F,3,0,10,0,0
21936434,J,1,0,32,5,0
21936434,Y,2,998,159,130,0
21936434,F,3,0,10,8,0
21936571,J,1,0,40,26,0
21936571,Y,2,998,163,153,0
21936571,F,3,0,5,5,0
21936572,J,1,0,40,3,0
21936572,Y,2,998,158,7,0
21936572,F,3,0,5,4,0
21936573,J,1,0,24,24,0
21936573,Y,2,998,237,226,0
21936573,F,3,0,7,2,0
21936574,J,1,0,35,7,0
21936574,Y,2,998,200,26,0
21936574,F,3,0,5,1,0
21936599,J,1,0,20,1,0
21936599,Y,2,998,216,91,0
21936599,F,3,0,6,0,0
21936600,J,1,0,34,17,0
21936600,Y,2,998,177,169,0
21936600,F,3,0,6,5,0
21936601,J,1,0,37,26,0
21936601,Y,2,998,211,36,0
21936601,F,3,0,6,2,0
21936602,J,1,0,34,34,0
21936602,Y,2,998,150,60,0
21936602,F,3,0,6,1,0
21936865,J,1,0,16,0,0
21936865,Y,2,998,196,121,0
21936865,F,3,0,10,4,0
21936866,J,1,0,27,4,0
21936866,Y,2,998,160,133,0
21936866,F,3,0,6,0,0
21936867,J,1,0,42,37,0
21936867,Y,2,998,222,183,0
21936867,F,3,0,9,0,0
21936868,J,1,0,42,31,0
21936868,Y,2,998,171,123,0
21936868,F,3,0,5,5,0
21936949,J,1,0,25,0,0
21936949,Y,2,998,220,104,0
21936949,F,3,0,5,2,0
21936950,J,1,0,16,0,0
21936950,Y,2,998,200,165,0
21936950,F,3,0,10,5,0
21936951,J,1,0,30,2,0
21936951,Y,2,998,235,23,0
21936951,F,3,0,5,2,0
21936952,J,1,0,26,19,0
21936952,Y,2,998,182,100,0
21936952,F,3,0,7,5,0
21937005,J,1,0,36,18,0
21937005,Y,2,998,234,56,0
21937005,F,3,0,5,2,0
21937006,J,1,0,39,37,0
21937006,Y,2,998,155,115,0
21937006,F,3,0,6,3,0
21937007,J,1,0,15,1,0
21937007,Y,2,998,242,177,0
21937007,F,3,0,9,2,0
21937008,J,1,0,40,31,0
21937008,Y,2,998,157,154,0
21937008,F,3,0,6,4,0
21937173,J,1,0,25,23,0
21937173,Y,2,998,201,45,0
21937173,F,3,0,5,3,0
21937174,J,1,0,42,10,0
21937174,Y,2,998,237,136,0
21937174,F,3,0,6,1,0
21937175,J,1,0,41,20,0
21937175,Y,2,998,151,14,0
21937175,F,3,0,5,3,0
21937176,J,1,0,29,25,0
21937176,Y,2,998,224,109,0
21937176,F,3,0,6,5,0
22542952,J,1,0,30,20,0
22542952,Y,2,998,204,130,0
22542952,F,3,0,8,7,0
22542953,J,1,0,17,13,0
22542953,Y,2,998,165,165,0
22542953,F,3,0,6,5,0
22542954,J,1,0,31,1,0
22542954,Y,2,998,241,143,0
22542954,F,3,0,7,6,0
22542955,J,1,0,31,11,0
22542955,Y,2,998,192,143,0
22542955,F,3,0,10,9,0
23487370,J,1,0,38,12,0
23487370,Y,2,150,161,116,0
23487370,F,3,0,10,10,0
23487371,J,1,0,35,3,0
23487371,Y,2,150,170,71,0
23487371,F,3,0,9,8,0
23487372,J,1,0,31,18,0
23487372,Y,2,150,167,1,0
23487372,F,3,0,6,4,0
23487447,J,1,0,21,14,0
23487447,Y,2,150,171,170,0
23487447,F,3,0,10,2,0
23487448,J,1,0,42,19,0
23487448,Y,2,150,223,194,0
23487448,F,3,0,6,6,0
23487449,J,1,0,31,14,0
23487449,Y,2,150,210,12,0
23487449,F,3,0,7,4,0
23487524,J,1,0,34,34,0
23487524,Y,2,150,216,191,0
23487524,F,3,0,7,4,0
23487525,J,1,0,45,4,0
23487525,Y,2,150,185,37,0
23487525,F,3,0,9,9,0
23487526,J,1,0,28,20,0
23487526,Y,2,150,155,82,0
23487526,F,3,0,5,3,0
23487601,J,1,0,18,13,0
23487601,Y,2,150,220,142,0
23487601,F,3,0,7,4,0
23487602,J,1,0,35,18,0
23487602,Y,2,150,155,75,0
23487602,F,3,0,5,3,0
23487603,J,1,0,35,14,0
23487603,Y,2,150,200,158,0
23487603,F,3,0,5,1,0
23487832,J,1,0,32,3,0
23487832,Y,2,150,248,66,0
23487832,F,3,0,6,1,0
23487833,J,1,0,22,12,0
23487833,Y,2,150,231,89,0
23487833,F,3,0,6,1,0
23487834,J,1,0,19,14,0
23487834,Y,2,150,217,217,0
23487834,F,3,0,9,4,0
23487897,J,1,0,31,30,0
23487897,Y,2,150,227,150,0
23487897,F,3,0,5,3,0
23487898,J,1,0,22,2,0
23487898,Y,2,150,223,144,0
23487898,F,3,0,9,2,0
23487899,J,1,0,42,11,0
23487899,Y,2,150,222,12,0
23487899,F,3,0,5,3,0
23487973,J,1,0,23,23,0
23487973,Y,2,150,207,97,0
23487973,F,3,0,6,2,0
23487974,J,1,0,16,7,0
23487974,Y,2,150,221,171,0
23487974,F,3,0,10,3,0
23488049,J,1,0,30,27,0
23488049,Y,2,150,175,24,0
23488049,F,3,0,6,4,0
23488050,J,1,0,17,17,0
23488050,Y,2,150,156,44,0
23488050,F,3,0,10,3,0
23488051,J,1,0,37,31,0
23488051,Y,2,150,180,109,0
23488051,F,3,0,6,3,0
23488116,J,1,0,17,2,0
23488116,Y,2,150,191,27,0
23488116,F,3,0,5,5,0
23488117,J,1,0,27,11,0
23488117,Y,2,150,220,139,0
23488117,F,3,0,10,5,0
23488118,J,1,0,32,27,0
23488118,Y,2,150,222,38,0
23488118,F,3,0,8,8,0
23488193,J,1,0,16,1,0
23488193,Y,2,150,242,184,0
23488193,F,3,0,9,1,0
23488194,J,1,0,29,23,0
23488194,Y,2,150,211,167,0
23488194,F,3,0,8,8,0
23488260,J,1,0,26,3,0
23488260,Y,2,150,247,72,0
23488260,F,3,0,7,0,0
23488261,J,1,0,36,17,0
23488261,Y,2,150,223,128,0
23488261,F,3,0,6,6,0
23488262,J,1,0,28,7,0
23488262,Y,2,150,223,52,0
23488262,F,3,0,6,6,0
23488329,J,1,0,34,13,0
23488329,Y,2,150,245,138,0
23488329,F,3,0,6,4,0
23488330,J,1,0,33,3,0
23488330,Y,2,150,175,42,0
23488330,F,3,0,9,0,0
23488331,J,1,0,34,23,0
23488331,Y,2,150,177,121,0
23488331,F,3,0,9,6,0
23488406,J,1,0,33,12,0
23488406,Y,2,150,164,164,0
23488406,F,3,0,7,1,0
23488407,J,1,0,25,22,0
23488407,Y,2,150,153,56,0
23488407,F,3,0,7,7,0
23488408,J,1,0,15,0,0
23488408,Y,2,150,222,173,0
23488408,F,3,0,9,9,0
23488483,J,1,0,29,0,0
23488483,Y,2,150,183,5,0
23488483,F,3,0,8,7,0
23488484,J,1,0,35,26,0
23488484,Y,2,150,228,102,0
23488484,F,3,0,5,0,0
23488485,J,1,0,15,14,0
23488485,Y,2,150,178,159,0
23488485,F,3,0,5,5,0
23488560,J,1,0,19,19,0
23488560,Y,2,150,200,77,0
23488560,F,3,0,5,2,0
23488561,J,1,0,31,25,0
23488561,Y,2,150,221,200,0
23488561,F,3,0,5,5,0
23488562,J,1,0,21,2,0
23488562,Y,2,150,196,7,0
23488562,F,3,0,7,3,0
23488791,J,1,0,41,21,0
23488791,Y,2,150,204,59,0
23488791,F,3,0,6,1,0
23488792,J,1,0,39,29,0
23488792,Y,2,150,169,135,0
23488792,F,3,0,5,2,0
23488793,J,1,0,35,18,0
23488793,Y,2,150,167,2,0
23488793,F,3,0,6,0,0
23488868,J,1,0,37,5,0
23488868,Y,2,150,236,14,0
23488868,F,3,0,6,0,0
23488869,J,1,0,42,31,0
23488869,Y,2,150,196,73,0
23488869,F,3,0,8,5,0
23488870,J,1,0,37,7,0
23488870,Y,2,150,179,108,0
23488870,F,3,0,7,1,0
23488945,J,1,0,37,22,0
23488945,Y,2,100,236,101,0
23488945,F,3,0,10,7,0
23488946,J,1,0,28,26,0
23488946,Y,2,100,198,176,0
23488946,F,3,0,5,5,0
23488947,J,1,0,18,8,0
23488947,Y,2,100,189,154,0
23488947,F,3,0,10,1,0
23489330,J,1,0,29,14,0
23489330,Y,2,100,195,0,0
23489330,F,3,0,7,6,0
23489331,J,1,0,21,0,0
23489331,Y,2,100,216,49,0
23489331,F,3,0,10,9,0
23489332,J,1,0,25,0,0
23489332,Y,2,100,197,140,0
23489332,F,3,0,6,0,0
23489407,J,1,0,45,40,0
23489407,Y,2,100,164,3,0
23489407,F,3,0,5,3,0
23489408,J,1,0,30,9,0
23489408,Y,2,100,211,183,0
23489408,F,3,0,5,5,0
23489409,J,1,0,18,18,0
23489409,Y,2,100,202,78,0
23489409,F,3,0,6,5,0
23489483,J,1,0,25,10,0
23489483,Y,2,100,176,33,0
23489483,F,3,0,6,5,0
23489484,J,1,0,17,10,0
23489484,Y,2,100,186,134,0
23489484,F,3,0,6,4,0
23489485,J,1,0,42,22,0
23489485,Y,2,100,209,96,0
23489485,F,3,0,7,6,0
23489561,J,1,0,35,35,0
23489561,Y,2,150,241,36,0
23489561,F,3,0,5,4,0
23489562,J,1,0,38,10,0
23489562,Y,2,150,199,86,0
23489562,F,3,0,7,2,0
23489563,J,1,0,33,10,0
23489563,Y,2,150,186,128,0
23489563,F,3,0,10,5,0
23489714,J,1,0,41,19,0
23489714,Y,2,100,219,157,0
23489714,F,3,0,7,1,0
23489715,J,1,0,37,5,0
23489715,Y,2,100,189,31,0
23489715,F,3,0,10,0,0
23489716,J,1,0,26,24,0
23489716,Y,2,100,151,88,0
23489716,F,3,0,9,4,0
23489780,J,1,0,44,25,0
23489780,Y,2,100,217,142,0
23489780,F,3,0,9,5,0
23489781,J,1,0,34,12,0
23489781,Y,2,100,209,96,0
23489781,F,3,0,9,9,0
23489782,J,1,0,32,20,0
23489782,Y,2,100,182,3,0
23489782,F,3,0,7,0,0
23489847,J,1,0,19,5,0
23489847,Y,2,150,235,191,0
23489847,F,3,0,7,2,0
23489848,J,1,0,25,2,0
23489848,Y,2,150,169,115,0
23489848,F,3,0,7,5,0
23489849,J,1,0,36,12,0
23489849,Y,2,150,169,54,0
23489849,F,3,0,5,4,0
23489923,J,1,0,29,9,0
23489923,Y,2,150,243,240,0
23489923,F,3,0,6,1,0
23489924,J,1,0,27,26,0
23489924,Y,2,150,206,50,0
23489924,F,3,0,9,6,0
23489925,J,1,0,21,19,0
23489925,Y,2,150,155,155,0
23489925,F,3,0,7,4,0
23489926,J,1,0,16,5,0
23489926,Y,2,150,235,174,0
23489926,F,3,0,7,1,0
23490001,J,1,0,18,16,0
23490001,Y,2,150,171,39,0
23490001,F,3,0,5,3,0
23490002,J,1,0,36,1,0
23490002,Y,2,150,191,65,0
23490002,F,3,0,7,0,0
23490003,J,1,0,32,24,0
23490003,Y,2,150,193,181,0
23490003,F,3,0,6,2,0
23490155,J,1,0,32,12,0
23490155,Y,2,150,159,111,0
23490155,F,3,0,10,9,0
23490156,J,1,0,30,18,0
23490156,Y,2,150,226,147,0
23490156,F,3,0,10,4,0
23490157,J,1,0,27,23,0
23490157,Y,2,150,156,83,0
23490157,F,3,0,7,5,0
23490231,J,1,0,34,4,0
23490231,Y,2,150,235,15,0
23490231,F,3,0,10,5,0
23490232,J,1,0,44,14,0
23490232,Y,2,150,216,140,0
23490232,F,3,0,9,9,0
23490233,J,1,0,28,20,0
23490233,Y,2,150,153,134,0
23490233,F,3,0,8,7,0
23490234,J,1,0,37,12,0
23490234,Y,2,150,241,24,0
23490234,F,3,0,10,7,0
23490309,J,1,0,22,9,0
23490309,Y,2,150,171,150,0
23490309,F,3,0,7,3,0
23490310,J,1,0,45,40,0
23490310,Y,2,150,168,74,0
23490310,F,3,0,9,0,0
23490311,J,1,0,27,14,0
23490311,Y,2,150,174,15,0
23490311,F,3,0,8,6,0
23490385,J,1,0,43,40,0
23490385,Y,2,150,236,135,0
23490385,F,3,0,10,2,0
23490386,J,1,0,32,5,0
23490386,Y,2,150,241,197,0
23490386,F,3,0,10,7,0
23490387,J,1,0,17,1,0
23490387,Y,2,150,160,3,0
23490387,F,3,0,7,2,0
23490396,J,1,0,26,11,0
23490396,Y,2,150,193,15,0
23490396,F,3,0,7,2,0
23490397,J,1,0,39,36,0
23490397,Y,2,150,244,196,0
23490397,F,3,0,10,5,0
23490398,J,1,0,18,13,0
23490398,Y,2,150,208,109,0
23490398,F,3,0,9,2,0
23490399,J,1,0,31,14,0
23490399,Y,2,150,245,184,0
23490399,F,3,0,8,2,0
23490473,J,1,0,33,24,0
23490473,Y,2,150,206,103,0
23490473,F,3,0,5,4,0
23490474,J,1,0,38,29,0
23490474,Y,2,150,197,187,0
23490474,F,3,0,10,9,0
23490475,J,1,0,34,9,0
23490475,Y,2,150,158,47,0
23490475,F,3,0,5,2,0
23490476,J,1,0,45,18,0
23490476,Y,2,150,176,139,0
23490476,F,3,0,6,6,0
23490551,J,1,0,26,26,0
23490551,Y,2,100,204,33,0
23490551,F,3,0,8,2,0
23490552,J,1,0,45,14,0
23490552,Y,2,100,207,153,0
23490552,F,3,0,9,5,0
23490553,J,1,0,28,3,0
23490553,Y,2,100,205,5,0
23490553,F,3,0,10,7,0
23490650,J,1,0,24,22,0
23490650,Y,2,150,168,132,0
23490650,F,3,0,7,7,0
23490651,J,1,0,45,37,0
23490651,Y,2,150,199,34,0
23490651,F,3,0,10,1,0
23490652,J,1,0,37,18,0
23490652,Y,2,150,238,105,0
23490652,F,3,0,6,6,0
23490727,J,1,0,40,23,0
23490727,Y,2,150,192,120,0
23490727,F,3,0,10,9,0
23490728,J,1,0,20,10,0
23490728,Y,2,150,167,137,0
23490728,F,3,0,5,5,0
23490729,J,1,0,33,25,0
23490729,Y,2,150,211,13,0
23490729,F,3,0,6,1,0
23490804,J,1,0,38,25,0
23490804,Y,2,100,165,40,0
23490804,F,3,0,8,2,0
23490805,J,1,0,34,12,0
23490805,Y,2,100,183,6,0
23490805,F,3,0,10,7,0
23490806,J,1,0,17,1,0
23490806,Y,2,100,219,153,0
23490806,F,3,0,6,5,0
23490881,J,1,0,35,27,0
23490881,Y,2,100,206,10,0
23490881,F,3,0,5,3,0
23490882,J,1,0,15,14,0
23490882,Y,2,100,242,212,0
23490882,F,3,0,5,2,0
23490883,J,1,0,15,10,0
23490883,Y,2,100,237,197,0
23490883,F,3,0,10,5,0
23490958,J,1,0,30,18,0
